word_id,word_form
защитник,защитникам
защитник,защитником
защитник,защитниками
защитник,защитнике
защитник,защитниках
здоровье,здоровье
здоровье,здоровья
здоровье,здоровью
здоровье,здоровьем
знание,знание
знание,знания
знание,знаний
знание,знанию
знание,знаниям
знание,знанием
знание,знаниями
знание,знании
знание,знаниях
история,история
история,истории
история,историю
история,историей
любовь,любовь
любовь,любви
любовь,любовью
нужно,нужный
нужно,нужная
нужно,нужное
нужно,нужные
нужно,нужного
нужно,нужной
нужно,нужных
нужно,нужному
нужно,нужным
нужно,нужную
нужно,нужною
нужно,нужными
нужно,нужном
нужно,нужен
нужно,нужна
нужно,нужно
нужно,нужны
нужно,нужнейший
нужно,нужнейшая
нужно,нужнейшее
нужно,нужнейшие
нужно,нужнейшего
нужно,нужнейшей
нужно,нужнейших
нужно,нужнейшему
нужно,нужнейшим
нужно,нужнейшую
нужно,нужнейшими
нужно,нужнейшем
нужно,нужнее
нужно,нужней
память,память
память,памяти
память,памятей
память,памятям
память,памятью
память,памятями
память,памятях
патриот,патриот
патриот,патриоты
патриот,патриота
патриот,патриотов
патриот,патриоту
патриот,патриотам
патриот,патриотом
патриот,патриотами
патриот,патриоте
патриот,патриотах
патриотизм,патриотизм
патриотизм,патриотизмы
патриотизм,патриотизма
патриотизм,патриотизмов
патриотизм,патриотизму
патриотизм,патриотизмам
патриотизм,патриотизмом
патриотизм,патриотизмами
патриотизм,патриотизме
патриотизм,патриотизмах
патриотический,патриотический
патриотический,патриотическая
патриотический,патриотическое
патриотический,патриотические
патриотический,патриотического
патриотический,патриотической
патриотический,патриотических
патриотический,патриотическому
патриотический,патриотическим
патриотический,патриотическую
патриотический,патриотическою
патриотический,патриотическими
патриотический,патриотическом
патриотический,патриотически
победа,победа
победа,победы
победа,побед
победа,победе
победа,победам
победа,победу
победа,победой
победа,победою
победа,победами
победа,победах
подвиг,подвиг
подвиг,подвиги
подвиг,подвига
подвиг,подвигов
подвиг,подвигу
подвиг,подвигам
подвиг,подвигом
подвиг,подвигами
подвиг,подвиге
подвиг,подвигах
подвиг,подвигла
подвиг,подвигли
подвиг,подвигну
подвиг,подвигнешь
подвиг,подвигнет
подвиг,подвигнем
подвиг,подвигнете
подвиг,подвигнут
подвиг,подвигший
подвиг,подвигнувший
подвиг,подвигнув
подвиг,подвигши
подвиг,подвигни
подвиг,подвигните
поддержка,поддержка
поддержка,поддержки
поддержка,поддержек
поддержка,поддержке
поддержка,поддержкам
поддержка,поддержку
поддержка,поддержкой
поддержка,поддержкою
поддержка,поддержками
поддержка,поддержках
помощь,помощь
помощь,помощи
помощь,помощью
праздник,праздник
праздник,праздники
праздник,праздника
праздник,праздников
праздник,празднику
праздник,праздникам
праздник,праздником
праздник,праздниками
праздник,празднике
праздник,праздниках
природа,природа
природа,природы
природа,природе
природа,природу
природа,природой
природа,природою
родина,родина
родина,родины
родина,родин
родина,родине
родина,родинам
родина,родину
родина,родиной
родина,родиною
родина,родинами
родина,родинах
родина,родинов
родина,родином
родной,родной
родной,родная
родной,родное
родной,родные
родной,родного
родной,родных
родной,родному
родной,родным
родной,родную
родной,родною
родной,родными
родной,родном
родной,родно
родной,роднее
семья,семья
семья,семьи
семья,семей
семья,семье
семья,семьям
семья,семью
семья,семьёй
семья,семьёю
семья,семьями
семья,семьях
сила,сила
сила,силы
сила,сил
сила,силе
сила,силам
сила,силу
сила,силой
сила,силою
сила,силами
сила,силах
тепло,тепло
тепло,тепла
тепло,теплу
тепло,теплом
тепло,тепле
тепло,тёплый
тепло,тёплая
тепло,тёплое
тепло,тёплые
тепло,тёплого
тепло,тёплой
тепло,тёплых
тепло,тёплому
тепло,тёплым
тепло,тёплую
тепло,тёплою
тепло,тёплыми
тепло,тёплом
тепло,тёпел
тепло,теплы
тепло,теплейший
тепло,теплейшая
тепло,теплейшее
тепло,теплейшие
тепло,теплейшего
тепло,теплейшей
тепло,теплейших
тепло,теплейшему
тепло,теплейшим
тепло,теплейшую
тепло,теплейшими
тепло,теплейшем
тепло,теплее
тепло,теплей
традиция,традиция
традиция,традиции
традиция,традиций
традиция,традициям
традиция,традицию
традиция,традицией
традиция,традициями
традиция,традициях
честь,честь
честь,чести
честь,честью
экология,экология
экология,экологии
экология,экологию
экология,экологией
